,情報ソース,企業名,日付,ヘッドライン,URL,詳細,スニペット,サブタイトル
38,日本経済新聞,富士フイルム,2024-10-01 18:02:50,富士フイルムBI、オセアニアで米社のシステム事業買収 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC016Y40R01C24A0000000/,富士フイルムビジネスイノベーション（旧富士ゼロックス、BI）は1日、米ITサービス大手のDXCテクノロジーからオセアニア地域の中小企業向け基幹システム事業を買収したと発表した。買収額は非開示。顧客基盤を取り込み、IT支援事業をさらに成長させる。オセアニア地域で基幹システムの販売や導入支援を手がける関係会社を通じて買収した。DXC社がオーストラリ,"Sep 30, 2024 ... 富士フイルムビジネスイノベーション（旧富士ゼロックス、BI）は1日、米ITサービス大手のDXCテクノロジーからオセアニア地域の中小企業向け基幹システム ...",
39,日本経済新聞,富士フイルム,2024-09-30 10:31:52,富士フイルム、株価大幅反落 「半導体材料の新工場」も - 日本経済 ...,https://www.nikkei.com/article/DGXZQOFL300L10Q4A930C2000000/,（9時45分、プライム、コード4901）富士フイルムが大幅に反落している。前週末比216円（5.60%）安の3640円を付けた。30日付の日本経済新聞朝刊が「富士フイルムは次世代の半導体材料の開発・生産拠点を国内に設ける」と報じた。ただ、日経平均株価の下げ幅が一時1800円を超えるなか、収益貢献に期待した買いよりも相場全体の下落に押された売りが優勢となっている。約130億円を投じて静岡県の拠,"Sep 29, 2024 ... 9時45分、プライム、コード4901）富士フイルムが大幅に反落している。前週末比216円（5.60%）安の3640円を付けた。30日付の日本経済新聞朝刊が「富士 ...",
40,日本経済新聞,キヤノン,2024-10-31 17:59:50,キヤノンメディカルシステムズ、医療画像解析ソフト新製品 AIで ...,https://www.nikkei.com/article/DGXZQOUC318920R31C24A0000000/,キヤノンの医療機器子会社キヤノンメディカルシステムズは31日、医療画像の解析ソフトウエアの新製品を11月5日に発売すると発表した。人工知能（AI）が骨や血管などを自動抽出し、見たい臓器だけを表示する。医師の診断を効率化し、働き方の改善につなげる。医療画像の解析ソフトウエア「Abierto Vision（アビエルト ビジョン）」を発売する。コンピューター断層撮影,"Oct 30, 2024 ... キヤノンの医療機器子会社キヤノンメディカルシステムズは31日、医療画像の解析ソフトウエアの新製品を11月5日に発売すると発表した。",
41,日本経済新聞,キヤノン,2024-10-29 17:01:27,キヤノンMJ、CVCファンドを通じて高齢者向け完全栄養食を開発 ...,https://www.nikkei.com/article/DGXZRSP681042_Z21C24A0000000/,【プレスリリース】発表日:2024年10月29日CVCファンド「Canon Marketing Japan MIRAI Fund」を通じて、高齢者向け完全栄養食を開発・販売するLacuSへ出資キヤノンマーケティングジャパン株式会社（代表取締役社長:足立正親、以下キヤノンMJ）は、グローバル・ブレイン株式会社（代表取締役社長:百合本安彦）と共同で運営するコーポレートベンチャーキャピタル（CV,"Oct 28, 2024 ... 【プレスリリース】発表日:2024年10月29日CVCファンド「Canon Marketing Japan MIRAI Fund」を通じて、高齢者向け完全栄養食を開発・販売するLacuSへ ...",
42,日本経済新聞,キヤノン,2024-10-29 17:28:08,キヤノンMJ、高齢者向けアイス新興に出資 施設に拡販 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOUC296OU0Z21C24A0000000/,キヤノンマーケティングジャパン（MJ）は29日、高齢者向けの栄養食を手がけるLacuS（ラコス、新潟市）に出資したと発表した。出資額は非公表。キヤノンMJはカメラやプリンターの販売以外にも、福祉・介護業界のデジタル化支援を手がけている。取引のある高齢者施設などに栄養価の高いアイスクリームの販路を広げる。ラコスは2022年3月の設立で、高齢者向けに栄養素をバランス良く摂取できる「完全栄養食」アイ,"Oct 28, 2024 ... キヤノンマーケティングジャパン（MJ）は29日、高齢者向けの栄養食を手がけるLacuS（ラコス、新潟市）に出資したと発表した。出資額は非公表。",
43,日本経済新聞,キヤノン,2024-10-29 14:31:15,キヤノンMJ、キヤノン電子製のドキュメントスキャナー ...,https://www.nikkei.com/article/DGXZRSP681013_Z21C24A0000000/,"【プレスリリース】発表日:2024年10月29日ドキュメントスキャナー""imageFORMULA DR-S350NW""を発売官公庁・地方自治体のニーズに応える操作性と画像処理機能を強化キヤノンマーケティングジャパン株式会社（代表取締役社長 : 足立正親、以下キヤノンMJ）は、キヤノン電子株式会社（代表取締役社長 : 橋元健、以下キヤノン電子）製のドキュメントスキャナー「imageFORM","Oct 28, 2024 ... 【プレスリリース】発表日:2024年10月29日ドキュメントスキャナー""imageFORMULA DR-S350NW""を発売官公庁・地方自治体のニーズに応える操作性と画像 ...",
44,日本経済新聞,キヤノン,2024-10-28 13:53:11,キヤノンITS、メインフレームと互換性の高いシステム基盤 ...,https://www.nikkei.com/article/DGXZRSP680926_Y4A021C2000000/,【プレスリリース】発表日:2024年10月28日メインフレームと互換性の高いシステム基盤ソフトウェアを提供開始オープン環境で動作するプラットフォームとして企業のモダナイゼーションに貢献キヤノンマーケティングジャパングループのキヤノンITソリューションズ株式会社（本社 : 東京都港区、代表取締役社長 : 金澤 明、以下キヤノンITS）は、メインフレームからオープン環境へのマイグレーションツ,"Oct 27, 2024 ... ... キヤノンマーケティングジャパングループのキヤノンITソリューションズ株式会社（本社 : 東京都港区、代表取締役社長 : 金澤 明、以下キヤノンITS）は ...",
45,日本経済新聞,キヤノン,2024-10-25 07:22:51,今日の株価材料（新聞など、25日）キヤノンの今期、純利益23%増 ...,https://www.nikkei.com/article/DGXZQOFL2506K0V21C24A0000000/,▽キヤノン（7751）の今期、純利益23%増に下方修正　円高想定で（日経）▽富士通ゼ（6755）の今期、22年ぶり最終赤字の見通し　車載カメラ撤退で特損（日経）▽ナガセ（9733）の今期、純利益一転減　持ち分法投資損失を計上（日経電子版）▽能美防災（6744）の今期、純利益14%増に上方修正　需要堅調で（NQN）▽丸八証券（8700）の4〜9月期、税引き益30%減　速報値　株式委託手数料,"Oct 24, 2024 ... キヤノン（7751）の今期、純利益23%増に下方修正 円高想定で（日経）▽富士通ゼ（6755）の今期、22年ぶり最終赤字の見通し 車載カメラ撤退で特損（日経）▽ ...",
46,日本経済新聞,キヤノン,2024-10-25 11:19:01,キヤノンの株価が反落 純利益予想の下方修正を嫌気 - 日本経済新聞,https://www.nikkei.com/article/DGXZQOFL2513K0V21C24A0000000/,（9時55分、プライム、コード7751）キヤノンが反落している。一時、前日比252円（5.00%）安の4787円まで売られた。24日、2024年12月期の連結純利益（米国会計基準）が前期比23%増の3250億円になりそうだと発表した。従来予想（27%増の3350億円）から下方修正しており、嫌気した売りが先行している。為替相場が前回の決算発表時の想定よりも円高で推移しているのを受け、円相,"Oct 24, 2024 ... 9時55分、プライム、コード7751）キヤノンが反落している。一時、前日比252円（5.00%）安の4787円まで売られた。24日、2024年12月期の連結純利益（米国 ...",
47,日本経済新聞,キヤノン,2024-10-25 02:00:00,キヤノン電子 橋元社長 - 日本経済新聞,https://www.nikkei.com/article/DGKKZO84336160U4A021C2TB1000/,宇宙ロケットや衛星のサプライチェーン（供給網）の国産化は安全保障の観点から非常に重要だ。国内の部品加工メーカーは小規模な場合もあり、政府補助も必要だ。キヤノン電子は観測衛星を開発し、小型ロ,"Oct 24, 2024 ... 宇宙ロケットや衛星のサプライチェーン（供給網）の国産化は安全保障の観点から非常に重要だ。国内の部品加工メーカーは小規模な場合もあり、政府補助も ...",
48,日本経済新聞,キヤノン,2024-10-24 19:57:01,キヤノン純利益23%増に下振れ 24年12月期決算、円高想定で - 日本 ...,https://www.nikkei.com/article/DGXZQOUC2263I0S4A021C2000000/,キヤノンは24日、2024年12月期の連結純利益（米国会計基準）が前期比23%増の3250億円になりそうだと発表した。従来予想から100億円下方修正した。想定為替レートを円高方向に見直したのが主因。経費削減の上積みなどで、過去最高だった07年12月期（4883億円）以来17年ぶりとなる高い利益水準は維持する。売上高は9%増の4兆5400億円、営業利益は21%増の4555億円とした。それぞれ60,"Oct 23, 2024 ... キヤノンは24日、2024年12月期の連結純利益（米国会計基準）が前期比23%増の3250億円になりそうだと発表した。従来予想から100億円下方修正した。",
